sgbid	sgbname	tax_k	tax_p	tax_c	tax_o	tax_f	tax_g	tax_s	terminal_sgb	is_human_pathogen	assigned_pathogen_name	assigned_pathogen_taxid
11924	SGB11924	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_subterrani	t__SGB11924	no	NA	NA
11925	SGB11925	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_guineae	t__SGB11925	no	NA	NA
11926	SGB11926	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_gudaonensis	t__SGB11926	no	NA	NA
11927	SGB11927	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_similis	t__SGB11927	no	NA	NA
11928	SGB11928	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_salinus	t__SGB11928	no	NA	NA
11929	SGB11929	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_sp_PWS21	t__SGB11929	no	NA	NA
11930	SGB11930	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_salarius	t__SGB11930	no	NA	NA
11931	SGB11931	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_algicola	t__SGB11931	no	NA	NA
11932	SGB11932	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_sp	t__SGB11932	no	NA	NA
11933	SGB11933	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_sp	t__SGB11933	no	NA	NA
11934	SGB11934	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_lipolyticus	t__SGB11934	no	NA	NA
11935	SGB11935	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_nitratireducens	t__SGB11935	no	NA	NA
11936	SGB11936	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_nanhaiticus	t__SGB11936	no	NA	NA
11937	SGB11937	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Marinobacter	s__Marinobacter_sp_X15_166B	t__SGB11937	no	NA	NA
11939	SGB11939	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_borkumensis	t__SGB11939	no	NA	NA
11940	SGB11940	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivoracaceae_unclassified	s__Alcanivoracaceae_bacterium	t__SGB11940	no	NA	NA
11941	SGB11941	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_nanhaiticus	t__SGB11941	no	NA	NA
11942	SGB11942	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_sp_HI0044	t__SGB11942	no	NA	NA
11943	SGB11943	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_sp_DG881	t__SGB11943	no	NA	NA
11944	SGB11944	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_sp_HI0033	t__SGB11944	no	NA	NA
11945	SGB11945	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_sp	t__SGB11945	no	NA	NA
11946	SGB11946	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_hongdengensis	t__SGB11946	no	NA	NA
11947	SGB11947	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_xenomutans	t__SGB11947	no	NA	NA
11948	SGB11948	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_dieselolei	t__SGB11948	no	NA	NA
11952	SGB11952	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_sp	t__SGB11952	no	NA	NA
11953	SGB11953	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_mobilis	t__SGB11953	no	NA	NA
11954	SGB11954	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax_pacificus	t__SGB11954	no	NA	NA
11955	SGB11955	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_thermotolerans	t__SGB11955	no	NA	NA
11956	SGB11956	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_sp_WRN_8	t__SGB11956	no	NA	NA
11957	SGB11957	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_aggregans	t__SGB11957	no	NA	NA
11958	SGB11958	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_marinus	t__SGB11958	no	NA	NA
11959	SGB11959	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_donghaiensis	t__SGB11959	no	NA	NA
11960	SGB11960	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_yueqingensis	t__SGB11960	no	NA	NA
11961	SGB11961	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_agarilyticus	t__SGB11961	no	NA	NA
11962	SGB11962	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Simiduia	s__Simiduia_agarivorans	t__SGB11962	no	NA	NA
11963	SGB11963	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__Gammaproteobacteria_bacterium_BRH_c0	t__SGB11963	no	NA	NA
11964	SGB11964	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Porticoccaceae	g__Porticoccaceae_unclassified	s__Porticoccaceae_bacterium	t__SGB11964	no	NA	NA
11966	SGB11966	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Halioglobus	s__Halioglobus_japonicus	t__SGB11966	no	NA	NA
11967	SGB11967	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Haliea	s__Haliea_sp	t__SGB11967	no	NA	NA
11968	SGB11968	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Haliea	s__Haliea_sp	t__SGB11968	no	NA	NA
11970	SGB11970	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Haliea	s__Haliea_sp	t__SGB11970	no	NA	NA
11971	SGB11971	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Chromatocurvus	s__Chromatocurvus_sp_F02	t__SGB11971	no	NA	NA
11973	SGB11973	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Halioglobus	s__Halioglobus_lutimaris	t__SGB11973	no	NA	NA
11974	SGB11974	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Pseudohaliea	s__Pseudohaliea_rubra	t__SGB11974	no	NA	NA
11975	SGB11975	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Congregibacter	s__Congregibacter_litoralis	t__SGB11975	no	NA	NA
11976	SGB11976	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__gamma_proteobacterium_NOR5_3	t__SGB11976	no	NA	NA
11978	SGB11978	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Luminiphilus	s__Luminiphilus_syltensis	t__SGB11978	no	NA	NA
11979	SGB11979	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Pusillimonas	s__Pusillimonas_sp	t__SGB11979	no	NA	NA
11981	SGB11981	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Advenella	s__Advenella_kashmirensis	t__SGB11981	no	NA	NA
11982	SGB11982	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Advenella	s__Advenella_mimigardefordensis	t__SGB11982	no	NA	NA
11983	SGB11983	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Advenella	s__Advenella_sp_S44	t__SGB11983	no	NA	NA
11984	SGB11984	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Advenella	s__Advenella_kashmirensis	t__SGB11984	no	NA	NA
11985	SGB11985	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Alcaligenes	s__Alcaligenes_faecalis	t__SGB11985	no	NA	NA
11986	SGB11986	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Alcaligenes	s__Alcaligenes_aquatilis	t__SGB11986	no	NA	NA
11987	SGB11987	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Alcaligenes	s__Alcaligenes_faecalis	t__SGB11987	no	NA	NA
11988	SGB11988	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Alcaligenes	s__Alcaligenes_faecalis	t__SGB11988	no	NA	NA
11990	SGB11990	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Salinisphaerales	f__Salinisphaeraceae	g__Salinisphaera	s__Salinisphaera_shabanensis	t__SGB11990	no	NA	NA
11994	SGB11994	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Salinisphaerales	f__Salinisphaeraceae	g__Salinisphaera	s__Salinisphaera_hydrothermalis	t__SGB11994	no	NA	NA
11996	SGB11996	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__Gammaproteobacteria_bacterium	t__SGB11996	no	NA	NA
11997	SGB11997	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Porticoccaceae	g__Porticoccaceae_unclassified	s__Porticoccaceae_bacterium	t__SGB11997	no	NA	NA
11998	SGB11998	k__Bacteria	p__Bacteria_unclassified	c__Bacteria_unclassified	o__Bacteria_unclassified	f__Bacteria_unclassified	g__Bacteria_unclassified	s__bacterium_BMS3Abin12	t__SGB11998	no	NA	NA
11999	SGB11999	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiales_unclassified	g__Chromatiales_unclassified	s__Chromatiales_bacterium_21_64_14	t__SGB11999	no	NA	NA
12000	SGB12000	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Acidihalobacter	s__Acidihalobacter_prosperus	t__SGB12000	no	NA	NA
12001	SGB12001	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Acidihalobacter	s__Acidihalobacter_prosperus	t__SGB12001	no	NA	NA
12002	SGB12002	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Acidihalobacter	s__Acidihalobacter_prosperus	t__SGB12002	no	NA	NA
12003	SGB12003	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__Gammaproteobacteria_bacterium_RIFOXYD12_FULL_61_37	t__SGB12003	no	NA	NA
12005	SGB12005	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrio_paradoxus	t__SGB12005	no	NA	NA
12006	SGB12006	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrio_nitratireducens	t__SGB12006	no	NA	NA
12007	SGB12007	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrio_versutus	t__SGB12007	no	NA	NA
12008	SGB12008	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrio_sp_K90mix	t__SGB12008	no	NA	NA
12009	SGB12009	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrio_sp	t__SGB12009	no	NA	NA
12010	SGB12010	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrio_sulfidiphilus	t__SGB12010	no	NA	NA
12011	SGB12011	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrio_denitrificans	t__SGB12011	no	NA	NA
12012	SGB12012	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Ectothiorhodospira	s__Ectothiorhodospira_sp_PHS_1	t__SGB12012	no	NA	NA
12013	SGB12013	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Ectothiorhodospira	s__Ectothiorhodospira_magna	t__SGB12013	no	NA	NA
12014	SGB12014	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Halorhodospira	s__Halorhodospira_halochloris	t__SGB12014	no	NA	NA
12015	SGB12015	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Ectothiorhodospira	s__Ectothiorhodospira_sp_BSL_9	t__SGB12015	no	NA	NA
12016	SGB12016	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Ectothiorhodospira	s__Ectothiorhodospira_marina	t__SGB12016	no	NA	NA
12017	SGB12017	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Ectothiorhodospira	s__Ectothiorhodospira_mobilis	t__SGB12017	no	NA	NA
12018	SGB12018	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Thiohalobacter	s__Thiohalobacter_thiocyanaticus	t__SGB12018	no	NA	NA
12019	SGB12019	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__Gammaproteobacteria_bacterium	t__SGB12019	no	NA	NA
12020	SGB12020	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__endosymbiont_of_unidentified_scaly_snail_isolate_Monju	t__SGB12020	no	NA	NA
12021	SGB12021	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Thiohalorhabdus	s__Thiohalorhabdus_denitrificans	t__SGB12021	no	NA	NA
12022	SGB12022	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thiohalospira	s__Thiohalospira_halophila	t__SGB12022	no	NA	NA
12023	SGB12023	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Alkalilimnicola	s__Alkalilimnicola_ehrlichii	t__SGB12023	no	NA	NA
12024	SGB12024	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Halorhodospira	s__Halorhodospira_halophila	t__SGB12024	no	NA	NA
12025	SGB12025	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Aquisalimonas	s__Aquisalimonas_asiatica	t__SGB12025	no	NA	NA
12026	SGB12026	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Candidatus_Tenderia	s__Candidatus_Tenderia_electrophaga	t__SGB12026	no	NA	NA
12027	SGB12027	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thiohalomonas	s__Thiohalomonas_denitrificans	t__SGB12027	no	NA	NA
12028	SGB12028	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocapsa	s__Thiocapsa_sp_KS1	t__SGB12028	no	NA	NA
12029	SGB12029	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocapsa	s__Thiocapsa_roseopersicina	t__SGB12029	no	NA	NA
12031	SGB12031	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocapsa	s__Thiocapsa_marina	t__SGB12031	no	NA	NA
12032	SGB12032	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiorhodococcus	s__Thiorhodococcus_drewsii	t__SGB12032	no	NA	NA
12033	SGB12033	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Imhoffiella	s__Imhoffiella_purpurea	t__SGB12033	no	NA	NA
12034	SGB12034	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Marichromatium	s__Marichromatium_gracile	t__SGB12034	no	NA	NA
12035	SGB12035	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Allochromatium	s__Allochromatium_vinosum	t__SGB12035	no	NA	NA
12036	SGB12036	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocystis	s__Thiocystis_violascens	t__SGB12036	no	NA	NA
12037	SGB12037	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thioflavicoccus	s__Thioflavicoccus_mobilis	t__SGB12037	no	NA	NA
12038	SGB12038	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiodictyon	s__Candidatus_Thiodictyon_syntrophicum	t__SGB12038	no	NA	NA
12039	SGB12039	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiorhodovibrio	s__Thiorhodovibrio_sp_970	t__SGB12039	no	NA	NA
12040	SGB12040	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Allochromatium	s__Allochromatium_warmingii	t__SGB12040	no	NA	NA
12041	SGB12041	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Candidatus_Thiodiazotropha	s__Candidatus_Thiodiazotropha_endoloripes	t__SGB12041	no	NA	NA
12042	SGB12042	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Candidatus_Thiodiazotropha	s__Candidatus_Thiodiazotropha_endoloripes	t__SGB12042	no	NA	NA
12043	SGB12043	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__gamma_proteobacterium_symbiont_of_Ctena_orbiculata	t__SGB12043	no	NA	NA
12044	SGB12044	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__Gammaproteobacteria_bacterium_LUC13017_P7	t__SGB12044	no	NA	NA
12045	SGB12045	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__endosymbiont_of_Ridgeia_piscesae	t__SGB12045	no	NA	NA
12046	SGB12046	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Sedimenticola	s__Sedimenticola_thiotaurini	t__SGB12046	no	NA	NA
12047	SGB12047	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__Solemya_elarraichensis_gill_symbiont	t__SGB12047	no	NA	NA
12048	SGB12048	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Thiolapillus	s__Thiolapillus_brandeum	t__SGB12048	no	NA	NA
12049	SGB12049	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__Solemya_velesiana_gill_symbiont	t__SGB12049	no	NA	NA
12052	SGB12052	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Immundisolibacterales	f__Immundisolibacteraceae	g__Immundisolibacter	s__Immundisolibacter_cernigliae	t__SGB12052	no	NA	NA
12054	SGB12054	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Oceanococcus	s__Oceanococcus_atlanticus	t__SGB12054	no	NA	NA
12055	SGB12055	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Salinisphaerales	f__Salinisphaeraceae	g__Abyssibacter	s__Abyssibacter_profundi	t__SGB12055	no	NA	NA
12056	SGB12056	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_luteola	t__SGB12056	yes	Pseudomonas luteola	47886
12057	SGB12057	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_bauzanensis	t__SGB12057	no	NA	NA
12059	SGB12059	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp	t__SGB12059	no	NA	NA
12060	SGB12060	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadales_unclassified	g__Pseudomonadales_unclassified	s__Pseudomonadales_bacterium	t__SGB12060	no	NA	NA
12061	SGB12061	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadales_unclassified	g__Pseudomonadales_unclassified	s__Pseudomonadales_bacterium	t__SGB12061	no	NA	NA
12062	SGB12062	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadales_unclassified	g__Pseudomonadales_unclassified	s__Pseudomonadales_bacterium	t__SGB12062	no	NA	NA
12064	SGB12064	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_unclassified	f__Gammaproteobacteria_unclassified	g__Gammaproteobacteria_unclassified	s__Gammaproteobacteria_bacterium_HGW_Gammaproteobacteria_11	t__SGB12064	no	NA	NA
12065	SGB12065	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_marincola	t__SGB12065	no	NA	NA
